/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_001848.jpg,132,8,250,479,bottle
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_001848.jpg,316,216,375,315,chair
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_000514.jpg,37,103,250,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_000514.jpg,237,105,404,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_000514.jpg,374,101,500,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2012_001565.jpg,98,2,243,428,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2011_001083.jpg,144,105,455,375,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_004694.jpg,1,145,308,500,sheep
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_005406.jpg,117,24,207,157,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_000453.jpg,4,103,500,375,chair
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_000453.jpg,96,1,500,375,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_000453.jpg,349,1,500,285,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2011_005673.jpg,225,72,303,194,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_001479.jpg,31,80,324,432,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2012_002721.jpg,178,55,282,192,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2012_002721.jpg,362,168,424,309,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_002067.jpg,154,154,253,250,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_002067.jpg,166,194,384,289,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_002067.jpg,46,110,117,177,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_002067.jpg,330,182,388,213,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_002067.jpg,337,113,399,200,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2012_003241.jpg,81,157,135,233,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_001148.jpg,86,208,464,375,sofa
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2010_001148.jpg,208,33,320,207,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008767.jpg,1,29,150,182,train
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,78,163,487,333,diningtable
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,130,129,310,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,59,110,156,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,4,96,106,310,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,74,82,176,179,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,144,80,200,171,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,201,76,298,194,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,322,99,451,239,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,391,120,500,333,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,368,188,394,273,bottle
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006969.jpg,250,149,272,211,bottle
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2007_007277.jpg,6,111,315,500,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008554.jpg,1,160,162,375,sofa
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008554.jpg,117,129,212,245,chair
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008554.jpg,229,126,331,239,chair
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008554.jpg,325,139,447,256,chair
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2009_005190.jpg,124,113,187,356,bottle
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_006889.jpg,64,46,495,349,motorbike
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2007_003848.jpg,11,21,482,161,train
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_004692.jpg,103,180,228,360,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_007683.jpg,63,160,379,448,cat
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_004319.jpg,239,229,415,322,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_004319.jpg,1,176,207,311,dog
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008517.jpg,8,135,500,375,sofa
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008517.jpg,1,70,76,193,pottedplant
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008517.jpg,9,96,145,162,pottedplant
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008517.jpg,61,81,295,375,person
/home/aodev/VOCdevkit/VOC2012/JPEGImages/2008_008517.jpg,174,45,412,375,person
